range,url,name,passmark,price
midlow,https://www.cpubenchmark.net/cpu.php?cpu=ZHAOXIN+KaiXian+ZX-C%2B+C4700%402.0GHz&id=3576,ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,1547,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1352&id=1403,AMD Opteron 1352,1547,$135.99*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4+PRO-7350B&id=2450,AMD A4 PRO-7350B,1544,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-6320+APU&id=2212,AMD A4-6320 APU,1543,$69.99*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core2+Quad+Q9000+%40+2.00GHz&id=1042,Intel Core2 Quad Q9000 @ 2.00GHz,1543,$389.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1620T+%40+2.40GHz&id=2197,Intel Celeron G1620T @ 2.40GHz,1540,$42.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1620+%40+2.70GHz&id=1848,Intel Celeron G1620 @ 2.70GHz,1539,$100.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-6420K+APU&id=2372,AMD A6-6420K APU,1539,$149.99*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X3+B73&id=345,AMD Phenom II X3 B73,1538,$75.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X3+720&id=343,AMD Phenom II X3 720,1536,$64.45*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6765G&id=3957,MediaTek MT6765G,1536,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Apple+A8&id=4114,Apple A8,1533,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6763V%2FV&id=4097,MediaTek MT6763V/V,1533,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Samsung+A13+USA+SINGLE+REV02B+board+based+on+EXYNO&id=4925,Samsung A13 USA SINGLE REV02B board based on EXYNO,1528,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+4405Y+%40+1.50GHz&id=2775,Intel Pentium 4405Y @ 1.50GHz,1526,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+9600+Quad-Core&id=303,AMD Phenom 9600 Quad-Core,1526,$39.99*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5270+%40+3.50GHz&id=2358,Intel Xeon X5270 @ 3.50GHz,1524,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+E2-7110+APU&id=2628,AMD E2-7110 APU,1521,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A9-9410&id=2841,AMD A9-9410,1520,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc+SDA450&id=4171,Qualcomm Technologies  Inc SDA450,1520,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A9-9425&id=3278,AMD A9-9425,1520,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+9750B+Quad-Core&id=1573,AMD Phenom 9750B Quad-Core,1520,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5504+%40+2.00GHz&id=1240,Intel Xeon E5504 @ 2.00GHz,1519,$29.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6762V%2FWD&id=3975,MediaTek MT6762V/WD,1518,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-7300+APU&id=2357,AMD A4-7300 APU,1518,$18.62
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Samsung+Exynos+7884&id=4327,Samsung Exynos 7884,1518,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-640LM+%40+2.13GHz&id=848,Intel Core i7-640LM @ 2.13GHz,1517,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X3+425&id=1531,AMD Athlon X3 425,1516,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+N950+Quad-Core&id=320,AMD Phenom II N950 Quad-Core,1515,$112.60*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc+MSM8996pro&id=3929,Qualcomm Technologies  Inc MSM8996pro,1514,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-540+%40+3.07GHz&id=738,Intel Core i3-540 @ 3.07GHz,1514,$110.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A9-9420&id=3059,AMD A9-9420,1511,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2354&id=2031,AMD Opteron 2354,1509,$285.19*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X4+900e&id=361,AMD Phenom II X4 900e,1505,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6797T&id=4029,MediaTek MT6797T,1504,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1610+%40+2.60GHz&id=1819,Intel Celeron G1610 @ 2.60GHz,1504,$37.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+370K+Dual+Core&id=2076,AMD Athlon X2 370K Dual Core,1504,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G870+%40+3.10GHz&id=1484,Intel Pentium G870 @ 3.10GHz,1503,$77.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+9350e+Quad-Core&id=299,AMD Phenom 9350e Quad-Core,1501,$3382.07*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A8+PRO-7150B+APU&id=2289,AMD A8 PRO-7150B APU,1501,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+2970M+%40+2.20GHz&id=2249,Intel Celeron 2970M @ 2.20GHz,1501,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+PRO+A6-8530B&id=2947,AMD PRO A6-8530B,1498,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-6210+APU&id=2307,AMD A4-6210 APU,1495,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2120T+%40+2.60GHz&id=753,Intel Core i3-2120T @ 2.60GHz,1493,$60.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+3955U+%40+2.00GHz&id=2705,Intel Celeron 3955U @ 2.00GHz,1490,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6762V%2FWR&id=3936,MediaTek MT6762V/WR,1489,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2100T+%40+2.50GHz&id=750,Intel Core i3-2100T @ 2.50GHz,1488,$21.48*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+3867U+%40+1.80GHz&id=3442,Intel Celeron 3867U @ 1.80GHz,1488,$107.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+PRO+3045B&id=5200,AMD Athlon PRO 3045B,1487,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4300Y+%40+1.60GHz&id=2089,Intel Core i5-4300Y @ 1.60GHz,1485,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+m5-7Y54+%40+1.20GHz&id=4618,Intel Core m5-7Y54 @ 1.20GHz,1475,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-530+%40+2.93GHz&id=737,Intel Core i3-530 @ 2.93GHz,1474,$50.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Pentium+Dual-Core+E6000+%40+3.46GHz&id=1743,Pentium Dual-Core E6000 @ 3.46GHz,1472,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4+PRO-7300B+APU&id=2439,AMD A4 PRO-7300B APU,1470,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7320+%40+2.13GHz&id=2726,Intel Xeon E7320 @ 2.13GHz,1469,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5320+%40+1.86GHz&id=1228,Intel Xeon E5320 @ 1.86GHz,1469,$38.75*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+J3710+%40+1.60GHz&id=2784,Intel Pentium J3710 @ 1.60GHz,1464,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+5205U+%40+1.90GHz&id=3688,Intel Celeron 5205U @ 1.90GHz,1462,$107.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+9450e+Quad-Core&id=300,AMD Phenom 9450e Quad-Core,1455,$105.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4202Y+%40+1.60GHz&id=2162,Intel Core i5-4202Y @ 1.60GHz,1453,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5272+%40+3.40GHz&id=1293,Intel Xeon X5272 @ 3.40GHz,1451,$140.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X3+700e&id=339,AMD Phenom II X3 700e,1451,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-6400K+APU&id=1960,AMD A6-6400K APU,1451,$51.72*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G860+%40+3.00GHz&id=1117,Intel Pentium G860 @ 3.00GHz,1449,$22.74
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5240+%40+3.00GHz&id=1227,Intel Xeon E5240 @ 3.00GHz,1448,$88.78*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-3430MX+APU&id=23,AMD A6-3430MX APU,1448,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+X3216+APU&id=3069,AMD Opteron X3216 APU,1447,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+8600B+Triple-Core&id=292,AMD Phenom 8600B Triple-Core,1447,$14.95*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4020Y+%40+1.50GHz&id=2128,Intel Core i3-4020Y @ 1.50GHz,1447,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6762V%2FWA&id=3974,MediaTek MT6762V/WA,1445,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-8500P&id=2781,AMD A6-8500P,1445,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+4410Y+%40+1.50GHz&id=3134,Intel Pentium 4410Y @ 1.50GHz,1444,$161.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-2467M+%40+1.60GHz&id=802,Intel Core i5-2467M @ 1.60GHz,1444,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+415e&id=154,AMD Athlon II X3 415e,1441,$75.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc+MSM8956&id=4181,Qualcomm Technologies  Inc MSM8956,1439,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-5400B+APU&id=2085,AMD A6-5400B APU,1439,$28.94*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X3+440&id=1532,AMD Athlon X3 440,1438,$87.99*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A8-3520M+APU&id=33,AMD A8-3520M APU,1431,$55.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X2+B59&id=338,AMD Phenom II X2 B59,1431,$48.02*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-6300+APU&id=2083,AMD A4-6300 APU,1431,$42.02
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A8-3500M+APU&id=31,AMD A8-3500M APU,1430,$59.95
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E3113+%40+3.00GHz&id=2403,Intel Xeon E3113 @ 3.00GHz,1429,$9.79*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=ARM+Cortex-A73+6+Core+2016+MHz&id=4941,ARM Cortex-A73 6 Core 2016 MHz,1428,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A10+Micro-6700T+APU&id=2520,AMD A10 Micro-6700T APU,1426,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc.+MSM8940-PMI8940+MTP&id=4787,Qualcomm Technologies  Inc. MSM8940-PMI8940 MTP,1426,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc+SDM439&id=4044,Qualcomm Technologies  Inc SDM439,1425,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Samsung+M13+EUR+OPEN+REV02+board+based+on+EXYNOS85&id=5141,Samsung M13 EUR OPEN REV02 board based on EXYNOS85,1425,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2558+%40+2.40GHz&id=2557,Intel Atom C2558 @ 2.40GHz,1424,$136.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X3+740&id=344,AMD Phenom II X3 740,1424,$88.99*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-620LM+%40+2.00GHz&id=847,Intel Core i7-620LM @ 2.00GHz,1423,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+C2550+%40+2.40GHz&id=2331,Intel Atom C2550 @ 2.40GHz,1422,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N4000+%40+1.10GHz&id=3239,Intel Celeron N4000 @ 1.10GHz,1421,$107.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X2+560&id=334,AMD Phenom II X2 560,1417,$17.82
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Hisilicon+Kirin+930&id=4021,Hisilicon Kirin 930,1415,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+9150e+Quad-Core&id=298,AMD Phenom 9150e Quad-Core,1414,$247.50*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2610UE+%40+1.50GHz&id=870,Intel Core i7-2610UE @ 1.50GHz,1409,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+N4000C+%40+1.10GHz&id=3635,Intel Celeron N4000C @ 1.10GHz,1409,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E3120+%40+3.16GHz&id=1195,Intel Xeon E3120 @ 3.16GHz,1408,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core2+Duo+E8290+%40+2.83GHz&id=1790,Intel Core2 Duo E8290 @ 2.83GHz,1408,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E3-1220L+v3+%40+1.10GHz&id=2251,Intel Xeon E3-1220L v3 @ 1.10GHz,1407,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+1020E+%40+2.20GHz&id=2295,Intel Celeron 1020E @ 2.20GHz,1406,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G850+%40+2.90GHz&id=1116,Intel Pentium G850 @ 2.90GHz,1405,$101.91
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+2030M+%40+2.50GHz&id=2062,Intel Pentium 2030M @ 2.50GHz,1402,$134.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+GX-415GA+SOC&id=2081,AMD GX-415GA SOC,1395,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6762V%2FCB&id=4107,MediaTek MT6762V/CB,1390,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MT6755V%2FWS&id=4263,MT6755V/WS,1389,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Unisoc+SC9863a&id=3981,Unisoc SC9863a,1387,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+P960+Quad-Core&id=328,AMD Phenom II P960 Quad-Core,1386,$39.12*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+E1-6050J+APU+&id=2736,AMD E1-6050J APU,1385,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L5310+%40+1.60GHz&id=2778,Intel Xeon L5310 @ 1.60GHz,1385,$112.50*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G6951+%40+2.80GHz&id=1113,Intel Pentium G6951 @ 2.80GHz,1383,$74.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MT8176&id=4660,MT8176,1380,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-3500+APU&id=24,AMD A6-3500 APU,1379,$74.93
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core2+Duo+E8600+%40+3.33GHz&id=957,Intel Core2 Duo E8600 @ 3.33GHz,1377,$76.44
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MT6750V%2FC&id=4699,MT6750V/C,1375,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+5150+APU&id=2208,AMD Athlon 5150 APU,1373,$98.86*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+G1610T+%40+2.30GHz&id=2075,Intel Celeron G1610T @ 2.30GHz,1373,$14.98*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc+MSM8996&id=3913,Qualcomm Technologies  Inc MSM8996,1373,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+N3710+%40+1.60GHz&id=2730,Intel Pentium N3710 @ 1.60GHz,1373,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Unisoc+T310&id=4758,Unisoc T310,1371,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-5300+APU&id=1447,AMD A4-5300 APU,1371,$26.95*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+PRO+A6-9500B&id=2981,AMD PRO A6-9500B,1371,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X2+565&id=335,AMD Phenom II X2 565,1368,$168.87*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+2020M+%40+2.40GHz&id=1855,Intel Pentium 2020M @ 2.40GHz,1365,$134.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2370M+%40+2.40GHz&id=761,Intel Core i3-2370M @ 2.40GHz,1362,$36.99
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G645+%40+2.90GHz&id=1797,Intel Pentium G645 @ 2.90GHz,1362,$83.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3217UE+%40+1.60GHz&id=2143,Intel Core i3-3217UE @ 1.60GHz,1362,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X2+570&id=2675,AMD Phenom II X2 570,1360,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4010Y+%40+1.30GHz&id=2106,Intel Core i3-4010Y @ 1.30GHz,1358,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+3550M+%40+2.30GHz&id=2175,Intel Pentium 3550M @ 2.30GHz,1358,$215.92*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MediaTek+MT6762V%2FWB&id=3956,MediaTek MT6762V/WB,1357,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A9-9400&id=2901,AMD A9-9400,1356,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X2+280&id=1887,AMD Athlon II X2 280,1355,$76.89*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm&id=5132,Qualcomm,1354,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G2020T+%40+2.50GHz&id=1838,Intel Pentium G2020T @ 2.50GHz,1353,$47.60*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2332M+%40+2.20GHz&id=2176,Intel Core i3-2332M @ 2.20GHz,1353,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=VIA+QuadCore+C4650%402.0GHz&id=2618,VIA QuadCore C4650@2.0GHz,1352,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+3825U+%40+1.90GHz&id=2579,Intel Pentium 3825U @ 1.90GHz,1348,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x7-Z8700+%40+1.60GHz&id=2506,Intel Atom x7-Z8700 @ 1.60GHz,1348,$73.63*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-5100+APU&id=2547,AMD A4-5100 APU,1346,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+8750+Triple-Core&id=294,AMD Phenom 8750 Triple-Core,1343,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X2+521&id=330,AMD Phenom II X2 521,1341,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+4205U+%40+1.80GHz&id=3460,Intel Celeron 4205U @ 1.80GHz,1340,$107.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L3110+%40+3.00GHz&id=2044,Intel Xeon L3110 @ 3.00GHz,1338,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L5240+%40+3.00GHz&id=1257,Intel Xeon L5240 @ 3.00GHz,1337,$31.40*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+x7-Z8750+%40+1.60GHz&id=2968,Intel Atom x7-Z8750 @ 1.60GHz,1335,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+405e&id=153,AMD Athlon II X3 405e,1331,$112.90*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-5050+APU&id=3009,AMD A4-5050 APU,1328,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-6300B+APU&id=2112,AMD A4-6300B APU,1328,$27.95*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+280&id=2177,AMD Athlon X2 280,1327,$33.49*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5+750S+%40+2.40GHz&id=1659,Intel Core i5 750S @ 2.40GHz,1326,$210.19
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+%40+2.20GHz&id=3212,Intel Xeon @ 2.20GHz,1324,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+MSM8996&id=4254,Qualcomm MSM8996,1322,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+II+X3+400e&id=152,AMD Athlon II X3 400e,1320,$25.49*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+P940+Quad-Core&id=327,AMD Phenom II P940 Quad-Core,1319,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-9225&id=3315,AMD A6-9225,1319,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MT8768WE&id=4866,MT8768WE,1317,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2393+SE&id=1894,AMD Opteron 2393 SE,1317,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-480M+%40+2.67GHz&id=777,Intel Core i5-480M @ 2.67GHz,1315,$80.60*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MT6763V%2FWT&id=4257,MT6763V/WT,1313,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A8-4555M+APU&id=1448,AMD A8-4555M APU,1312,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=ARM+Cortex-A57+4+Core+2091+MHz&id=4809,ARM Cortex-A57 4 Core 2091 MHz,1311,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=ARM+Cortex-A73+6+Core+1992+MHz&id=4567,ARM Cortex-A73 6 Core 1992 MHz,1311,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5310+%40+1.60GHz&id=1704,Intel Xeon E5310 @ 1.60GHz,1306,$49.00*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G640+%40+2.80GHz&id=1111,Intel Pentium G640 @ 2.80GHz,1305,$30.00
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+340+Dual+Core&id=1994,AMD Athlon X2 340 Dual Core,1301,$94.97*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+II+X2+555&id=333,AMD Phenom II X2 555,1300,$12.88
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+X4+Quad-Core+GP-9500&id=1580,AMD Phenom X4 Quad-Core GP-9500,1297,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=ARM+Cortex-A72+4+Core+2400+MHz&id=4945,ARM Cortex-A72 4 Core 2400 MHz,1295,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-460M+%40+2.53GHz&id=776,Intel Core i5-460M @ 2.53GHz,1295,$64.95*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G630+%40+2.70GHz&id=1109,Intel Pentium G630 @ 2.70GHz,1295,$49.99
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+450&id=4948,AMD Athlon X2 450,1295,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Pentium+G6960+%40+2.93GHz&id=1114,Intel Pentium G6960 @ 2.93GHz,1293,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X3210+%40+2.13GHz&id=1278,Intel Xeon X3210 @ 2.13GHz,1293,$185.71*
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Hisilicon+Kirin+935&id=4812,Hisilicon Kirin 935,1291,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=MT6795&id=4243,MT6795,1290,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-5000+APU&id=2005,AMD A4-5000 APU,1290,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-3420M+APU&id=22,AMD A6-3420M APU,1287,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-660UM+%40+1.33GHz&id=859,Intel Core i7-660UM @ 1.33GHz,1284,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Qualcomm+Technologies%2C+Inc+SDM450&id=3978,Qualcomm Technologies  Inc SDM450,1284,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Phenom+8850B+Triple-Core&id=296,AMD Phenom 8850B Triple-Core,1281,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-9220&id=3072,AMD A6-9220,1280,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A6-9230&id=3063,AMD A6-9230,1279,NA
midlow,https://www.cpubenchmark.net/cpu.php?cpu=Unisoc+UIS8581E&id=4180,Unisoc UIS8581E,1279,NA
